Transaction Date,Customer ID,Age,Gender,Item Purchased,Category,Quantity,Purchase Amount (THB),Cost Price (THB),Location,Subscription Status,Shipping Type,Payment Method,Previous Purchases,Campaign Name
12/13/2024,C101994,29,Male,Work Pants - Straight,Bottoms,3,6870,2880,Rayong,Active,Standard,E-Wallet,1,Social 2024-12
12/13/2024,C102153,28,Male,Socks - Crew 3-Pack,Accessories,1,590,180,Chonburi,Inactive,Standard,Cash on Delivery,1,Paid Search 2024-12
12/13/2024,C101532,29,Male,Shorts - Twill,Bottoms,1,1590,600,Chonburi,Active,Standard,Credit Card,4,Social 2024-12
12/13/2024,C100465,26,Male,Cargo Pants - Relaxed,Bottoms,1,2490,1050,Rayong,Active,Express,Bank Transfer,0,Affiliates 2024-12
12/13/2024,C102203,19,Male,Snapback Cap - Script Logo,Caps,1,1290,420,Chonburi,Inactive,Express,Bank Transfer,1,Social 2024-12
12/13/2024,C100108,29,Male,Shorts - Nylon,Bottoms,1,1490,560,Bangkok,Active,Express,E-Wallet,1,Social 2024-12
12/13/2024,C102023,19,Other,Snapback Cap - Script Logo,Caps,1,1290,420,Khon Kaen,Active,Express,Credit Card,2,Email 2024-12
12/13/2024,C101999,23,Male,Coach Jacket - Nylon,Outerwear,1,2990,1300,Ayutthaya,Active,Standard,Credit Card,2,Email 2024-12
12/13/2024,C101215,34,Male,Box Logo Tee,T-Shirts,1,990,390,Bangkok,Inactive,Standard,PromptPay,0,Social 2024-12
12/14/2024,C100880,42,Female,Shorts - Nylon,Bottoms,1,1490,560,Khon Kaen,Active,Express,Credit Card,2,Affiliates 2024-12
12/14/2024,C101113,30,Male,Belt - Webbing,Accessories,1,690,220,Bangkok,Active,Express,Credit Card,1,Email 2024-12
12/14/2024,C102440,37,Male,Crewneck - Embroidered,Sweatshirts,1,2390,980,Bangkok,Active,Standard,Cash on Delivery,2,Email 2024-12
12/14/2024,C100427,31,Male,Work Pants - Straight,Bottoms,1,2290,960,Bangkok,Active,Express,Cash on Delivery,2,Affiliates 2024-12
12/14/2024,C101525,34,Male,Crewneck - Collegiate,Sweatshirts,1,2190,920,Bangkok,Inactive,Standard,PromptPay,1,Email 2024-12
12/14/2024,C101636,21,Female,Belt - Webbing,Accessories,1,690,220,Bangkok,Inactive,Standard,Credit Card,1,Paid Search 2024-12
12/14/2024,C102429,25,Female,Coach Jacket - Nylon,Outerwear,1,2990,1300,Chonburi,Inactive,Express,Credit Card,2,Social 2024-12
12/14/2024,C101771,37,Female,Belt - Webbing,Accessories,1,690,220,Bangkok,Active,Standard,Cash on Delivery,1,Social 2024-12
12/14/2024,C102298,31,Male,Box Logo Tee,T-Shirts,1,990,390,Surat Thani,Active,Standard,Credit Card,2,Social 2024-12
12/14/2024,C101381,24,Other,Shorts - Twill,Bottoms,3,4770,1800,Surat Thani,Inactive,Same-Day,Cash on Delivery,0,Paid Search 2024-12
12/14/2024,C100684,20,Male,Heavyweight Pocket Tee,T-Shirts,1,1190,480,Bangkok,Inactive,Standard,Cash on Delivery,0,Social 2024-12
12/14/2024,C100542,30,Male,Crewneck - Collegiate,Sweatshirts,1,2190,920,Khon Kaen,Active,Standard,PromptPay,2,Email 2024-12
12/14/2024,C101226,27,Other,Work Pants - Straight,Bottoms,1,2290,960,Bangkok,Active,Standard,E-Wallet,2,Social 2024-12
12/14/2024,C100144,29,Female,Box Logo Tee,T-Shirts,1,990,390,Phuket,Active,Standard,Cash on Delivery,1,Email 2024-12
12/14/2024,C101669,30,Male,Varsity Jacket - Wool Blend,Outerwear,1,3990,1800,Chonburi,Active,Standard,Cash on Delivery,5,Social 2024-12
12/14/2024,C101117,27,Male,Work Pants - Straight,Bottoms,2,4580,1920,Bangkok,Inactive,Express,Credit Card,0,Paid Search 2024-12
12/14/2024,C101083,39,Female,Work Pants - Straight,Bottoms,1,2290,960,Bangkok,Active,Same-Day,Cash on Delivery,1,Email 2024-12
12/14/2024,C102179,27,Female,Tote Bag - Canvas,Accessories,1,990,300,Bangkok,Active,Standard,Cash on Delivery,1,Social 2024-12
12/14/2024,C102182,26,Male,Box Logo Tee,T-Shirts,1,990,390,Bangkok,Inactive,Standard,PromptPay,3,Paid Search 2024-12
12/14/2024,C102471,41,Male,Box Logo Tee,T-Shirts,1,990,390,Bangkok,Inactive,Standard,Credit Card,1,Paid Search 2024-12
12/14/2024,C100301,24,Male,Work Pants - Straight,Bottoms,1,2290,960,Chiang Mai,Inactive,Standard,Credit Card,0,Paid Search 2024-12
12/14/2024,C100738,37,Female,Work Pants - Straight,Bottoms,1,2290,960,Bangkok,Active,Standard,Bank Transfer,1,Paid Search 2024-12
12/14/2024,C100707,38,Female,Cargo Pants - Relaxed,Bottoms,2,4980,2100,Chiang Mai,Inactive,Standard,PromptPay,1,Paid Search 2024-12
12/14/2024,C101205,27,Male,Varsity Jacket - Wool Blend,Outerwear,2,7980,3600,Chonburi,Active,Express,Cash on Delivery,2,Paid Search 2024-12
12/14/2024,C101194,17,Male,Belt - Webbing,Accessories,1,690,220,Chiang Mai,Active,Standard,Cash on Delivery,1,Social 2024-12
12/14/2024,C101255,20,Female,Shorts - Twill,Bottoms,2,3180,1200,Bangkok,Active,Standard,Credit Card,1,Affiliates 2024-12
12/14/2024,C101253,29,Male,Zip Hoodie - Minimal,Hoodies,1,2690,1100,Bangkok,Active,Standard,PromptPay,2,Social 2024-12
12/14/2024,C100090,28,Male,Shorts - Twill,Bottoms,2,3180,1200,Bangkok,Inactive,Express,Bank Transfer,2,Paid Search 2024-12
12/14/2024,C101125,20,Male,Box Logo Tee,T-Shirts,1,990,390,Chonburi,Active,Standard,Cash on Delivery,0,Email 2024-12
12/15/2024,C101167,30,Male,Shorts - Nylon,Bottoms,1,1490,560,Bangkok,Inactive,Standard,Credit Card,2,Paid Search 2024-12
12/15/2024,C101977,33,Male,Graphic Tee - Script,T-Shirts,1,1090,430,Khon Kaen,Active,Standard,Credit Card,0,Paid Search 2024-12
12/15/2024,C100033,21,Female,Snapback Cap - Script Logo,Caps,1,1290,420,Ayutthaya,Inactive,Standard,Credit Card,2,Email 2024-12
12/15/2024,C101487,16,Female,Work Pants - Straight,Bottoms,1,2290,960,Bangkok,Inactive,Standard,Credit Card,0,Social 2024-12
12/15/2024,C101119,33,Male,Socks - Crew 3-Pack,Accessories,1,590,180,Bangkok,Inactive,Express,Cash on Delivery,2,Paid Search 2024-12
12/15/2024,C100422,26,Male,Heavyweight Pocket Tee,T-Shirts,1,1190,480,Bangkok,Active,Standard,Bank Transfer,3,Email 2024-12
12/15/2024,C101570,32,Male,Snapback Cap - Arch Logo,Caps,1,1290,420,Bangkok,Active,Standard,PromptPay,1,Paid Search 2024-12
12/15/2024,C102324,27,Male,Box Logo Tee,T-Shirts,1,990,390,Bangkok,Inactive,Standard,Credit Card,0,Paid Search 2024-12
12/15/2024,C101626,24,Female,Graphic Tee - Script,T-Shirts,2,2180,860,Bangkok,Inactive,Standard,E-Wallet,0,Email 2024-12
12/15/2024,C102438,24,Female,Box Logo Tee,T-Shirts,1,990,390,Phuket,Inactive,Express,Credit Card,0,Social 2024-12
12/15/2024,C101813,32,Male,Belt - Webbing,Accessories,1,690,220,Bangkok,Active,Standard,Credit Card,1,Social 2024-12
12/15/2024,C101124,37,Female,Work Pants - Straight,Bottoms,1,2290,960,Bangkok,Inactive,Standard,Cash on Delivery,1,Social 2024-12
12/15/2024,C100260,21,Female,Shorts - Nylon,Bottoms,1,1490,560,Bangkok,Inactive,Standard,PromptPay,3,Social 2024-12
12/15/2024,C100813,28,Male,Heavyweight Pocket Tee,T-Shirts,1,1190,480,Bangkok,Active,Standard,Cash on Delivery,1,Social 2024-12
12/15/2024,C100604,29,Male,Cargo Pants - Relaxed,Bottoms,1,2490,1050,Khon Kaen,Active,Standard,Bank Transfer,0,Paid Search 2024-12
12/15/2024,C100133,30,Female,Box Logo Tee,T-Shirts,1,990,390,Ayutthaya,Active,Standard,Cash on Delivery,0,Affiliates 2024-12
12/15/2024,C100626,21,Male,Snapback Cap - Arch Logo,Caps,3,3870,1260,Bangkok,Inactive,Standard,E-Wallet,0,Paid Search 2024-12
12/15/2024,C101598,27,Male,Shorts - Twill,Bottoms,1,1590,600,Bangkok,Active,Standard,Bank Transfer,3,Paid Search 2024-12
12/15/2024,C100594,33,Male,Socks - Crew 3-Pack,Accessories,2,1180,360,Bangkok,Inactive,Same-Day,Credit Card,1,Email 2024-12
12/15/2024,C100918,24,Male,Varsity Jacket - Wool Blend,Outerwear,1,3990,1800,Bangkok,Active,Express,PromptPay,2,Social 2024-12
12/15/2024,C101562,16,Female,Shorts - Nylon,Bottoms,1,1490,560,Khon Kaen,Active,Express,Credit Card,1,Paid Search 2024-12
12/15/2024,C100795,33,Female,Shorts - Twill,Bottoms,1,1590,600,Ayutthaya,Active,Standard,Credit Card,3,Social 2024-12
12/15/2024,C100817,32,Male,Box Logo Tee,T-Shirts,2,1980,780,Bangkok,Active,Standard,PromptPay,1,Social 2024-12
12/16/2024,C101543,24,Male,Hoodie - Arch Logo,Hoodies,1,2490,1050,Bangkok,Active,Standard,E-Wallet,1,Social 2024-12
12/16/2024,C102330,25,Male,Box Logo Tee,T-Shirts,1,990,390,Phuket,Inactive,Standard,Cash on Delivery,0,Email 2024-12
12/16/2024,C100842,20,Male,5-Panel Cap - Nylon,Caps,1,1190,380,Bangkok,Active,Same-Day,Credit Card,0,Email 2024-12
12/16/2024,C100284,40,Male,Graphic Tee - Script,T-Shirts,1,1090,430,Chonburi,Active,Express,Credit Card,0,Paid Search 2024-12
12/16/2024,C100333,23,Male,Crewneck - Embroidered,Sweatshirts,1,2390,980,Khon Kaen,Inactive,Standard,Cash on Delivery,0,Social 2024-12
12/16/2024,C100340,22,Male,Snapback Cap - Arch Logo,Caps,1,1290,420,Chonburi,Active,Same-Day,Credit Card,2,Paid Search 2024-12
12/16/2024,C102476,26,Male,Crewneck - Embroidered,Sweatshirts,1,2390,980,Khon Kaen,Active,Standard,Credit Card,1,Paid Search 2024-12
12/16/2024,C101923,28,Male,Snapback Cap - Script Logo,Caps,1,1290,420,Bangkok,Inactive,Express,Bank Transfer,1,Social 2024-12
12/16/2024,C100201,30,Female,Box Logo Tee,T-Shirts,1,990,390,Chonburi,Active,Standard,E-Wallet,0,Email 2024-12
12/16/2024,C100439,27,Female,Graphic Tee - Script,T-Shirts,1,1090,430,Ayutthaya,Active,Standard,PromptPay,2,Paid Search 2024-12
12/16/2024,C101112,32,Male,Socks - Crew 3-Pack,Accessories,1,590,180,Khon Kaen,Active,Standard,Bank Transfer,2,Email 2024-12
12/16/2024,C101668,32,Female,Box Logo Tee,T-Shirts,1,990,390,Chonburi,Inactive,Express,Credit Card,1,Email 2024-12
12/16/2024,C100023,18,Male,Tote Bag - Canvas,Accessories,1,990,300,Bangkok,Active,Standard,Cash on Delivery,1,Social 2024-12
12/16/2024,C101979,29,Female,Zip Hoodie - Minimal,Hoodies,2,5380,2200,Phuket,Active,Standard,Credit Card,1,Paid Search 2024-12
12/16/2024,C100457,21,Male,5-Panel Cap - Nylon,Caps,2,2380,760,Bangkok,Inactive,Standard,E-Wallet,4,Paid Search 2024-12
12/16/2024,C102401,28,Male,Shorts - Twill,Bottoms,1,1590,600,Chonburi,Inactive,Standard,PromptPay,1,Paid Search 2024-12
12/16/2024,C102142,28,Male,Shorts - Nylon,Bottoms,1,1490,560,Bangkok,Inactive,Express,Credit Card,1,Paid Search 2024-12
12/16/2024,C101101,16,Male,Hoodie - Arch Logo,Hoodies,2,4980,2100,Bangkok,Active,Standard,Credit Card,0,Social 2024-12
12/16/2024,C100311,34,Male,Crewneck - Collegiate,Sweatshirts,1,2190,920,Khon Kaen,Active,Standard,Cash on Delivery,0,Social 2024-12
12/16/2024,C101353,32,Male,Shorts - Nylon,Bottoms,1,1490,560,Bangkok,Inactive,Standard,Cash on Delivery,2,Paid Search 2024-12
12/16/2024,C100760,24,Male,Shorts - Twill,Bottoms,2,3180,1200,Bangkok,Active,Express,Credit Card,0,Affiliates 2024-12
12/16/2024,C101781,27,Female,Snapback Cap - Script Logo,Caps,1,1290,420,Bangkok,Active,Standard,Bank Transfer,0,Paid Search 2024-12
12/16/2024,C101011,28,Female,Heavyweight Pocket Tee,T-Shirts,1,1190,480,Bangkok,Inactive,Standard,PromptPay,4,Paid Search 2024-12
12/16/2024,C100034,32,Male,Snapback Cap - Arch Logo,Caps,1,1290,420,Chonburi,Active,Express,Credit Card,1,Affiliates 2024-12
12/16/2024,C101292,27,Female,Crewneck - Collegiate,Sweatshirts,1,2190,920,Bangkok,Active,Standard,Cash on Delivery,1,Social 2024-12
12/16/2024,C102406,19,Male,Heavyweight Pocket Tee,T-Shirts,1,1190,480,Phuket,Active,Standard,E-Wallet,2,Affiliates 2024-12
12/16/2024,C101524,25,Female,Socks - Crew 3-Pack,Accessories,1,590,180,Chonburi,Inactive,Standard,Cash on Delivery,2,Paid Search 2024-12
12/16/2024,C100298,32,Female,Hoodie - Arch Logo,Hoodies,1,2490,1050,Bangkok,Active,Same-Day,Cash on Delivery,1,Paid Search 2024-12
12/16/2024,C101707,38,Female,Box Logo Tee,T-Shirts,1,990,390,Bangkok,Inactive,Standard,PromptPay,0,Social 2024-12
12/16/2024,C102002,22,Male,Shorts - Twill,Bottoms,1,1590,600,Surat Thani,Inactive,Standard,Cash on Delivery,3,Social 2024-12
12/16/2024,C101181,35,Male,Box Logo Tee,T-Shirts,2,1980,780,Chiang Mai,Inactive,Standard,Cash on Delivery,1,Affiliates 2024-12
12/16/2024,C101357,29,Male,Tote Bag - Canvas,Accessories,1,990,300,Khon Kaen,Active,Standard,Credit Card,2,Email 2024-12
12/17/2024,C102154,19,Male,Work Pants - Straight,Bottoms,1,2290,960,Bangkok,Active,Standard,Credit Card,2,Social 2024-12
12/17/2024,C102398,28,Female,Graphic Tee - Script,T-Shirts,1,1090,430,Chiang Mai,Inactive,Standard,PromptPay,0,Social 2024-12
12/17/2024,C100988,26,Male,Crewneck - Embroidered,Sweatshirts,1,2390,980,Bangkok,Inactive,Standard,Credit Card,0,Paid Search 2024-12
12/17/2024,C102271,24,Male,Crewneck - Collegiate,Sweatshirts,1,2190,920,Bangkok,Inactive,Same-Day,Credit Card,2,Social 2024-12
12/17/2024,C100041,28,Female,Snapback Cap - Script Logo,Caps,1,1290,420,Bangkok,Inactive,Standard,Cash on Delivery,0,Email 2024-12
12/17/2024,C101396,19,Female,Shorts - Twill,Bottoms,1,1590,600,Chonburi,Active,Standard,Cash on Delivery,2,Email 2024-12
12/17/2024,C101921,31,Male,Crewneck - Embroidered,Sweatshirts,1,2390,980,Bangkok,Active,Standard,PromptPay,4,Paid Search 2024-12
12/17/2024,C100877,28,Male,Belt - Webbing,Accessories,1,690,220,Phuket,Inactive,Standard,Cash on Delivery,1,Social 2024-12
12/17/2024,C100507,22,Male,Tote Bag - Canvas,Accessories,1,990,300,Khon Kaen,Inactive,Standard,Credit Card,0,Paid Search 2024-12
12/17/2024,C100856,22,Male,Snapback Cap - Arch Logo,Caps,3,3870,1260,Bangkok,Active,Standard,Bank Transfer,0,Social 2024-12
12/17/2024,C100411,20,Male,Snapback Cap - Script Logo,Caps,2,2580,840,Bangkok,Inactive,Standard,Cash on Delivery,1,Paid Search 2024-12
12/17/2024,C101881,37,Male,Crewneck - Collegiate,Sweatshirts,1,2190,920,Khon Kaen,Active,Standard,PromptPay,1,Social 2024-12
12/17/2024,C102247,19,Male,Heavyweight Pocket Tee,T-Shirts,1,1190,480,Bangkok,Inactive,Express,Cash on Delivery,3,Social 2024-12
12/17/2024,C100484,22,Male,Hoodie - Arch Logo,Hoodies,2,4980,2100,Bangkok,Active,Standard,Credit Card,0,Paid Search 2024-12
12/17/2024,C101399,23,Male,Varsity Jacket - Wool Blend,Outerwear,2,7980,3600,Chiang Mai,Inactive,Standard,Credit Card,3,Email 2024-12
12/17/2024,C101078,36,Other,Hoodie - Arch Logo,Hoodies,1,2490,1050,Khon Kaen,Active,Standard,Credit Card,0,Social 2024-12
12/17/2024,C101841,16,Female,Box Logo Tee,T-Shirts,2,1980,780,Bangkok,Active,Standard,Cash on Delivery,2,Affiliates 2024-12
12/17/2024,C101826,20,Female,Shorts - Nylon,Bottoms,1,1490,560,Chiang Mai,Active,Standard,Cash on Delivery,2,Email 2024-12
12/17/2024,C101655,25,Male,Crewneck - Embroidered,Sweatshirts,1,2390,980,Chonburi,Inactive,Standard,Cash on Delivery,0,Email 2024-12
12/17/2024,C102275,20,Male,Box Logo Tee,T-Shirts,2,1980,780,Bangkok,Inactive,Standard,PromptPay,1,Paid Search 2024-12
12/17/2024,C100028,23,Female,5-Panel Cap - Nylon,Caps,1,1190,380,Rayong,Active,Standard,Credit Card,3,Social 2024-12
12/17/2024,C101572,29,Male,Work Pants - Straight,Bottoms,1,2290,960,Rayong,Active,Standard,E-Wallet,0,Social 2024-12
12/17/2024,C102157,25,Female,5-Panel Cap - Nylon,Caps,1,1190,380,Chonburi,Inactive,Same-Day,Credit Card,2,Paid Search 2024-12
12/17/2024,C100751,19,Male,Shorts - Nylon,Bottoms,1,1490,560,Chiang Mai,Inactive,Standard,Credit Card,2,Affiliates 2024-12
12/17/2024,C102161,28,Male,Zip Hoodie - Minimal,Hoodies,1,2690,1100,Rayong,Inactive,Express,Cash on Delivery,4,Social 2024-12
12/17/2024,C100865,25,Male,Heavyweight Pocket Tee,T-Shirts,1,1190,480,Bangkok,Active,Standard,Bank Transfer,3,Social 2024-12
12/17/2024,C100482,17,Male,Shorts - Twill,Bottoms,1,1590,600,Bangkok,Active,Standard,Credit Card,2,Social 2024-12
12/17/2024,C102023,19,Other,Coach Jacket - Nylon,Outerwear,1,2990,1300,Khon Kaen,Active,Standard,Credit Card,1,Social 2024-12
12/18/2024,C102386,26,Female,Snapback Cap - Script Logo,Caps,1,1290,420,Ayutthaya,Active,Standard,PromptPay,1,Social 2024-12
12/18/2024,C101643,30,Male,Shorts - Twill,Bottoms,1,1590,600,Chonburi,Inactive,Standard,Cash on Delivery,0,Email 2024-12
12/18/2024,C101897,37,Male,Graphic Tee - Script,T-Shirts,1,1090,430,Bangkok,Active,Standard,Credit Card,1,Paid Search 2024-12
12/18/2024,C100873,23,Female,Shorts - Nylon,Bottoms,1,1490,560,Chonburi,Active,Standard,Bank Transfer,0,Affiliates 2024-12
12/18/2024,C102002,22,Male,Box Logo Tee,T-Shirts,1,990,390,Surat Thani,Inactive,Standard,E-Wallet,1,Social 2024-12
12/18/2024,C100005,26,Male,Box Logo Tee,T-Shirts,1,990,390,Bangkok,Inactive,Standard,Cash on Delivery,1,Social 2024-12
12/18/2024,C100346,18,Male,Socks - Crew 3-Pack,Accessories,1,590,180,Bangkok,Active,Express,PromptPay,2,Social 2024-12
12/18/2024,C101478,22,Female,Shorts - Nylon,Bottoms,1,1490,560,Chonburi,Inactive,Standard,Credit Card,2,Email 2024-12
12/18/2024,C102282,34,Female,Socks - Crew 3-Pack,Accessories,1,590,180,Rayong,Active,Standard,Credit Card,3,Paid Search 2024-12
12/18/2024,C101195,30,Male,Box Logo Tee,T-Shirts,1,990,390,Bangkok,Inactive,Express,PromptPay,1,Social 2024-12
12/18/2024,C102178,39,Male,Hoodie - Arch Logo,Hoodies,3,7470,3150,Chonburi,Inactive,Standard,Cash on Delivery,0,Paid Search 2024-12
12/18/2024,C101937,30,Male,Cargo Pants - Relaxed,Bottoms,2,4980,2100,Chonburi,Active,Express,Credit Card,0,Paid Search 2024-12
12/18/2024,C102122,27,Female,Crewneck - Embroidered,Sweatshirts,1,2390,980,Bangkok,Inactive,Standard,Cash on Delivery,1,Paid Search 2024-12
12/18/2024,C101712,16,Male,Work Pants - Straight,Bottoms,1,2290,960,Chiang Mai,Inactive,Standard,Credit Card,0,Affiliates 2024-12
12/18/2024,C100146,20,Female,Heavyweight Pocket Tee,T-Shirts,1,1190,480,Bangkok,Active,Standard,Credit Card,1,Social 2024-12
12/18/2024,C101867,34,Male,Crewneck - Embroidered,Sweatshirts,1,2390,980,Bangkok,Inactive,Express,Credit Card,2,Paid Search 2024-12
12/18/2024,C101737,21,Female,Heavyweight Pocket Tee,T-Shirts,2,2380,960,Chonburi,Inactive,Standard,Bank Transfer,0,Social 2024-12
12/18/2024,C101470,34,Female,Snapback Cap - Script Logo,Caps,1,1290,420,Chonburi,Inactive,Standard,Bank Transfer,1,Email 2024-12
12/18/2024,C102207,29,Male,Crewneck - Embroidered,Sweatshirts,1,2390,980,Khon Kaen,Active,Express,Credit Card,0,Social 2024-12
12/18/2024,C101732,27,Female,Snapback Cap - Arch Logo,Caps,1,1290,420,Chonburi,Active,Express,E-Wallet,2,Email 2024-12
12/18/2024,C100271,18,Male,Cargo Pants - Relaxed,Bottoms,1,2490,1050,Khon Kaen,Inactive,Same-Day,Credit Card,2,Paid Search 2024-12
12/18/2024,C100988,26,Male,Shorts - Twill,Bottoms,2,3180,1200,Bangkok,Inactive,Standard,Credit Card,5,Social 2024-12
12/18/2024,C101145,27,Male,Shorts - Twill,Bottoms,1,1590,600,Ayutthaya,Active,Standard,Bank Transfer,1,Paid Search 2024-12
12/18/2024,C101338,25,Male,Socks - Crew 3-Pack,Accessories,2,1180,360,Bangkok,Active,Standard,Cash on Delivery,2,Email 2024-12
12/18/2024,C102171,27,Female,Crewneck - Collegiate,Sweatshirts,1,2190,920,Bangkok,Active,Standard,Credit Card,2,Paid Search 2024-12
12/18/2024,C100745,23,Male,Tote Bag - Canvas,Accessories,1,990,300,Bangkok,Inactive,Standard,Credit Card,0,Affiliates 2024-12
12/19/2024,C101125,20,Male,Work Pants - Straight,Bottoms,1,2290,960,Chonburi,Active,Standard,PromptPay,0,Paid Search 2024-12
12/19/2024,C101751,31,Female,Snapback Cap - Arch Logo,Caps,1,1290,420,Phuket,Inactive,Standard,Credit Card,1,Social 2024-12
12/19/2024,C100122,35,Male,Box Logo Tee,T-Shirts,1,990,390,Bangkok,Inactive,Standard,Credit Card,1,Paid Search 2024-12
12/19/2024,C101438,30,Female,Snapback Cap - Arch Logo,Caps,2,2580,840,Khon Kaen,Inactive,Express,Cash on Delivery,3,Paid Search 2024-12
12/19/2024,C100111,27,Male,Crewneck - Collegiate,Sweatshirts,1,2190,920,Bangkok,Active,Standard,Credit Card,3,Social 2024-12
12/19/2024,C101665,27,Male,Belt - Webbing,Accessories,1,690,220,Chonburi,Inactive,Express,Credit Card,1,Social 2024-12
12/19/2024,C101656,28,Male,Box Logo Tee,T-Shirts,2,1980,780,Bangkok,Active,Express,Credit Card,2,Social 2024-12
12/19/2024,C100172,27,Male,Crewneck - Collegiate,Sweatshirts,2,4380,1840,Bangkok,Inactive,Standard,Bank Transfer,2,Paid Search 2024-12
12/19/2024,C102230,23,Male,Zip Hoodie - Minimal,Hoodies,1,2690,1100,Bangkok,Inactive,Express,Credit Card,2,Email 2024-12
12/19/2024,C102155,23,Male,Varsity Jacket - Wool Blend,Outerwear,2,7980,3600,Rayong,Inactive,Express,E-Wallet,0,Social 2024-12
12/19/2024,C100509,22,Male,Coach Jacket - Nylon,Outerwear,1,2990,1300,Bangkok,Active,Standard,E-Wallet,0,Email 2024-12
12/19/2024,C102423,27,Male,Heavyweight Pocket Tee,T-Shirts,2,2380,960,Ayutthaya,Active,Same-Day,Cash on Delivery,0,Email 2024-12
12/19/2024,C102302,25,Female,Box Logo Tee,T-Shirts,1,990,390,Bangkok,Active,Standard,Cash on Delivery,2,Social 2024-12
12/19/2024,C102320,30,Male,Snapback Cap - Script Logo,Caps,1,1290,420,Surat Thani,Active,Standard,PromptPay,2,Social 2024-12
12/19/2024,C100857,30,Other,Crewneck - Collegiate,Sweatshirts,1,2190,920,Bangkok,Inactive,Standard,Credit Card,2,Social 2024-12
12/19/2024,C100484,22,Male,Snapback Cap - Arch Logo,Caps,1,1290,420,Bangkok,Active,Standard,Cash on Delivery,0,Social 2024-12
12/19/2024,C101733,25,Male,Zip Hoodie - Minimal,Hoodies,1,2690,1100,Chonburi,Inactive,Standard,Credit Card,1,Paid Search 2024-12
12/19/2024,C100995,25,Male,Snapback Cap - Script Logo,Caps,1,1290,420,Bangkok,Active,Express,Credit Card,1,Paid Search 2024-12
12/19/2024,C101343,34,Male,Socks - Crew 3-Pack,Accessories,1,590,180,Khon Kaen,Inactive,Standard,Credit Card,1,Social 2024-12
12/19/2024,C102281,23,Female,Snapback Cap - Arch Logo,Caps,2,2580,840,Bangkok,Active,Standard,Cash on Delivery,1,Affiliates 2024-12
12/19/2024,C101870,20,Male,Tote Bag - Canvas,Accessories,1,990,300,Khon Kaen,Inactive,Standard,Cash on Delivery,2,Paid Search 2024-12
12/19/2024,C100026,20,Female,5-Panel Cap - Nylon,Caps,1,1190,380,Surat Thani,Inactive,Standard,Bank Transfer,2,Email 2024-12
12/19/2024,C101623,23,Male,Hoodie - Arch Logo,Hoodies,1,2490,1050,Chonburi,Active,Standard,Cash on Delivery,0,Social 2024-12
12/19/2024,C101935,18,Female,Crewneck - Collegiate,Sweatshirts,2,4380,1840,Bangkok,Active,Standard,Bank Transfer,1,Paid Search 2024-12
12/19/2024,C100256,35,Female,5-Panel Cap - Nylon,Caps,2,2380,760,Bangkok,Inactive,Express,Credit Card,1,Paid Search 2024-12
12/19/2024,C102257,24,Female,Belt - Webbing,Accessories,1,690,220,Bangkok,Active,Standard,E-Wallet,1,Email 2024-12
12/19/2024,C102030,32,Female,Crewneck - Collegiate,Sweatshirts,1,2190,920,Chonburi,Active,Standard,E-Wallet,4,Email 2024-12
12/19/2024,C101219,40,Male,Crewneck - Collegiate,Sweatshirts,2,4380,1840,Bangkok,Active,Express,Cash on Delivery,1,Social 2024-12
12/19/2024,C101094,31,Male,Belt - Webbing,Accessories,1,690,220,Chiang Mai,Inactive,Standard,PromptPay,1,Social 2024-12
12/19/2024,C100073,36,Male,Work Pants - Straight,Bottoms,1,2290,960,Khon Kaen,Inactive,Standard,PromptPay,2,Email 2024-12
12/20/2024,C102101,22,Male,Crewneck - Collegiate,Sweatshirts,1,2190,920,Chonburi,Active,Standard,Cash on Delivery,0,Paid Search 2024-12
12/20/2024,C101869,25,Male,Coach Jacket - Nylon,Outerwear,1,2990,1300,Bangkok,Active,Standard,PromptPay,0,Social 2024-12
12/20/2024,C100804,24,Male,Box Logo Tee,T-Shirts,1,990,390,Chiang Mai,Inactive,Express,Credit Card,4,Social 2024-12
12/20/2024,C102499,29,Male,Heavyweight Pocket Tee,T-Shirts,2,2380,960,Phuket,Inactive,Standard,PromptPay,2,Affiliates 2024-12
12/20/2024,C102088,24,Male,Snapback Cap - Script Logo,Caps,2,2580,840,Bangkok,Active,Express,Cash on Delivery,2,Social 2024-12
12/20/2024,C100170,22,Male,Box Logo Tee,T-Shirts,2,1980,780,Bangkok,Active,Standard,PromptPay,1,Paid Search 2024-12
12/20/2024,C101691,24,Female,Snapback Cap - Script Logo,Caps,1,1290,420,Surat Thani,Active,Standard,Credit Card,1,Affiliates 2024-12
12/20/2024,C101599,23,Male,Heavyweight Pocket Tee,T-Shirts,2,2380,960,Bangkok,Inactive,Express,Credit Card,2,Social 2024-12
12/20/2024,C101635,25,Male,Heavyweight Pocket Tee,T-Shirts,1,1190,480,Bangkok,Inactive,Standard,E-Wallet,2,Social 2024-12
12/20/2024,C101213,32,Male,Tote Bag - Canvas,Accessories,1,990,300,Surat Thani,Inactive,Same-Day,Cash on Delivery,0,Paid Search 2024-12
12/20/2024,C102354,34,Female,Box Logo Tee,T-Shirts,1,990,390,Bangkok,Inactive,Express,Credit Card,0,Paid Search 2024-12
12/20/2024,C100891,30,Female,Zip Hoodie - Minimal,Hoodies,1,2690,1100,Chonburi,Active,Standard,E-Wallet,2,Affiliates 2024-12
